Layer #	Weight Sparsity (%)	OU Config
1	0.3101851851851852	4 x 32
2	0.3622368706597222	4 x 32
3	0.10923258463541662	4 x 32
4	0.0775672064887152	4 x 32
5	0.05541568332248261	4 x 32
6	0.0738911098904079	4 x 32
7	0.0637101067437066	4 x 32
8	0.054645962185329806	4 x 32
9	0.1877011960866499	4 x 32
10	0.1150241494178772	4 x 32
11	0.04945361328125	4 x 32
